Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
Hyundai i20,Kolkata,2013.0,46000.0,Diesel,Manual,First,White,5.0,4.0,3.11,21.9,kmpl,1396.0,CC,88.8,bhp,Hyundai,i20
BMW 6,Mumbai,2013.0,30000.0,Diesel,Automatic,First,Black/Silver,4.0,4.0,45.0,17.54,kmpl,2993.0,CC,313.0,bhp,BMW,6
Hyundai i20,Delhi,2016.0,38000.0,Petrol,Manual,First,Others,5.0,4.0,5.95,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Ford Ecosport,Delhi,2014.0,69000.0,Diesel,Manual,First,Others,5.0,4.0,5.45,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Mercedes-Benz GL-Class,Delhi,2013.0,46000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,36.0,12.0,kmpl,2987.0,CC,224.0,bhp,Mercedes-Benz,GL-Class
Ford Fiesta,Chennai,2009.0,80524.0,Petrol,Manual,Second,Others,5.0,4.0,2.5,15.3,kmpl,1596.0,CC,98.59,bhp,Ford,Fiesta
Mitsubishi Pajero,Delhi,2012.0,45999.0,Diesel,Manual,First,Others,6.0,5.0,11.0,10.5,kmpl,2835.0,CC,107.2,bhp,Mitsubishi,Pajero
Toyota Innova,Coimbatore,2018.0,92056.0,Diesel,Manual,First,Others,7.0,4.0,18.39,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
Skoda Octavia,Kochi,2016.0,31021.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,16.61,19.5,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
Volkswagen Polo,Mumbai,2013.0,51167.0,Petrol,Manual,First,Others,5.0,4.0,3.76,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Ford Endeavour,Hyderabad,2012.0,91696.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,9.25,11.4,kmpl,2953.0,CC,153.86,bhp,Ford,Endeavour
Maruti Wagon,Kochi,2019.0,31817.0,Petrol,Manual,First,White,5.0,4.0,5.34,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
Tata Indica,Jaipur,2012.0,90000.0,Diesel,Manual,First,White,5.0,4.0,2.5,19.4,kmpl,1405.0,CC,70.0,bhp,Tata,Indica
Mahindra Xylo,Chennai,2016.0,150000.0,Diesel,Manual,First,Others,9.0,5.0,4.5,14.95,kmpl,2489.0,CC,93.7,bhp,Mahindra,Xylo
Mercedes-Benz SLK-Class,Bangalore,2015.0,10000.0,Petrol,Automatic,First,Others,2.0,2.0,55.0,18.1,kmpl,3498.0,CC,306.0,bhp,Mercedes-Benz,SLK-Class
Hyundai Xcent,Mumbai,2016.0,63141.0,Diesel,Manual,Second,Others,5.0,4.0,4.5,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
Skoda Octavia,Mumbai,2014.0,76000.0,Petrol,Automatic,First,White,5.0,4.0,10.0,14.7,kmpl,1798.0,CC,177.5,bhp,Skoda,Octavia
Maruti Wagon,Pune,2007.0,83000.0,Petrol,Manual,First,Others,5.0,4.0,1.65,14.0,kmpl,1061.0,CC,64.0,bhp,Maruti,Wagon
Maruti Wagon,Hyderabad,2016.0,35000.0,Petrol,Automatic,First,Others,5.0,4.0,5.5,20.51,kmpl,998.0,CC,67.0,bhp,Maruti,Wagon
Tata Indica,Kolkata,2008.0,50000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,0.85,17.2,kmpl,1396.0,CC,53.5,bhp,Tata,Indica
Ford Figo,Bangalore,2010.0,72000.0,Diesel,Manual,First,White,5.0,4.0,2.75,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
Nissan X-Trail,Hyderabad,2010.0,121812.0,Diesel,Automatic,First,White,5.0,4.0,7.75,13.29,kmpl,1995.0,CC,147.6,bhp,Nissan,X-Trail
Mahindra XUV500,Coimbatore,2016.0,67472.0,Diesel,Manual,First,Others,7.0,5.0,14.5,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Ford Figo,Hyderabad,2016.0,100000.0,Diesel,Manual,First,Others,5.0,4.0,5.1,25.83,kmpl,1498.0,CC,99.0,bhp,Ford,Figo
Audi A4,Chennai,2014.0,40000.0,Diesel,Automatic,First,Others,5.0,4.0,22.0,17.11,kmpl,1968.0,CC,174.33,bhp,Audi,A4
Volkswagen Jetta,Coimbatore,2018.0,37109.0,Petrol,Manual,First,Others,5.0,4.0,16.8,14.69,kmpl,1390.0,CC,120.33,bhp,Volkswagen,Jetta
BMW 5,Mumbai,2011.0,89000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,16.57,16.73,kmpl,1995.0,CC,218.0,bhp,BMW,5
Volkswagen Polo,Chennai,2017.0,26969.0,Diesel,Manual,First,Others,5.0,4.0,6.9,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
BMW X1,Bangalore,2016.0,28143.0,Diesel,Automatic,First,Others,5.0,4.0,28.5,20.68,kmpl,1995.0,CC,190.0,bhp,BMW,X1
Maruti Swift,Chennai,2016.0,38000.0,Diesel,Manual,First,White,5.0,4.0,5.95,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Hyundai Santro,Kochi,2011.0,20842.0,Petrol,Manual,First,Others,5.0,4.0,2.78,0.0,kmpl,1086.0,CC,62.0,bhp,Hyundai,Santro
Maruti Swift,Bangalore,2012.0,69242.0,Petrol,Manual,First,White,5.0,4.0,4.69,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
Ford Ecosport,Mumbai,2014.0,59000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.5,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Hyundai Xcent,Kochi,2017.0,38932.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.21,19.1,kmpl,1197.0,CC,82.0,bhp,Hyundai,Xcent
Maruti Alto,Kochi,2017.0,24310.0,CNG,Manual,First,Black/Silver,4.0,4.0,3.7,33.44,km/kg,796.0,CC,40.3,bhp,Maruti,Alto
Maruti Wagon,Pune,2013.0,89900.0,CNG,Manual,First,White,5.0,4.0,3.25,26.6,km/kg,998.0,CC,58.16,bhp,Maruti,Wagon
Maruti Wagon,Mumbai,2010.0,70000.0,Petrol,Manual,First,Others,5.0,4.0,2.1,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
Hyundai Verna,Hyderabad,2013.0,79663.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.5,16.8,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
Maruti Swift,Hyderabad,2013.0,73212.0,Diesel,Manual,First,White,5.0,4.0,5.2,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Volkswagen Vento,Delhi,2013.0,75000.0,Diesel,Manual,First,White,5.0,4.0,4.5,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Audi Q7,Hyderabad,2014.0,60000.0,Diesel,Automatic,First,Others,7.0,5.0,45.0,12.07,kmpl,2967.0,CC,241.4,bhp,Audi,Q7
Maruti Swift,Pune,2009.0,80000.0,Diesel,Manual,Fourth & Above,Others,5.0,4.0,2.15,17.8,kmpl,1248.0,CC,75.0,bhp,Maruti,Swift
Volkswagen Polo,Bangalore,2013.0,74000.0,Petrol,Manual,First,Others,5.0,4.0,4.65,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Hyundai i20,Hyderabad,2015.0,86157.0,Diesel,Manual,First,White,5.0,4.0,6.5,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
Hyundai i10,Jaipur,2011.0,70000.0,Petrol,Manual,First,White,5.0,4.0,2.15,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Mahindra XUV500,Chennai,2011.0,128000.0,Diesel,Manual,Third,White,7.0,5.0,6.4,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Toyota Etios,Kolkata,2014.0,45155.0,Diesel,Manual,First,White,5.0,4.0,6.5,23.59,kmpl,1364.0,CC,67.04,bhp,Toyota,Etios
Hyundai Creta,Ahmedabad,2015.0,61786.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.5,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Porsche Cayenne,Mumbai,2013.0,70000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,40.0,15.15,kmpl,2967.0,CC,240.0,bhp,Porsche,Cayenne
Mercedes-Benz E-Class,Delhi,2014.0,68000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,27.5,13.0,kmpl,2987.0,CC,261.5,bhp,Mercedes-Benz,E-Class
Maruti Wagon,Pune,2014.0,51000.0,Petrol,Manual,First,Others,5.0,4.0,3.1,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
Tata Indigo,Hyderabad,2017.0,23228.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.5,14.4,kmpl,1396.0,CC,65.0,bhp,Tata,Indigo
Maruti Alto,Coimbatore,2018.0,26234.0,Petrol,Manual,First,Others,5.0,4.0,4.29,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Chevrolet Beat,Delhi,2012.0,56000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.21,18.6,kmpl,1199.0,CC,79.4,bhp,Chevrolet,Beat
Renault Duster,Mumbai,2014.0,58003.0,Diesel,Manual,First,White,5.0,4.0,5.75,19.01,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
Tata Indica,Kolkata,2009.0,75648.0,Diesel,Manual,First,Others,5.0,4.0,0.82,13.5,kmpl,1405.0,CC,98.59,bhp,Tata,Indica
BMW Z4,Kochi,2018.0,9952.0,Petrol,Automatic,First,Black/Silver,2.0,2.0,58.54,10.37,kmpl,2979.0,CC,306.0,bhp,BMW,Z4
Hyundai EON,Coimbatore,2016.0,27904.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.55,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Hyundai Verna,Chennai,2008.0,121097.0,Diesel,Manual,Second,White,5.0,4.0,1.9,24.0,kmpl,1396.0,CC,88.76,bhp,Hyundai,Verna
Honda Jazz,Chennai,2016.0,17377.0,Petrol,Manual,First,White,5.0,4.0,5.9,18.7,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
Hyundai i20,Jaipur,2017.0,8000.0,Petrol,Manual,First,White,5.0,4.0,7.5,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Hyundai Verna,Kolkata,2013.0,53280.0,Diesel,Manual,First,White,5.0,4.0,4.7,22.32,kmpl,1582.0,CC,126.3,bhp,Hyundai,Verna
Hyundai i10,Chennai,2009.0,620000.0,Petrol,Manual,First,Others,5.0,4.0,2.7,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Maruti Ciaz,Kochi,2015.0,46601.0,Petrol,Manual,First,White,5.0,4.0,6.84,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
BMW 5,Pune,2012.0,95000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,18.0,18.48,kmpl,1493.0,CC,98.59,bhp,BMW,5
Maruti Celerio,Kolkata,2016.0,30000.0,Petrol,Automatic,First,White,5.0,4.0,3.49,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
Hyundai Verna,Mumbai,2013.0,79225.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.5,22.0,kmpl,1582.0,CC,126.2,bhp,Hyundai,Verna
Hyundai EON,Jaipur,2014.0,18000.0,Petrol,Manual,First,Others,5.0,4.0,2.5,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Mitsubishi Cedia,Chennai,2010.0,66000.0,Petrol,Manual,Second,Others,5.0,4.0,3.85,13.17,kmpl,1999.0,CC,114.0,bhp,Mitsubishi,Cedia
Tata Bolt,Chennai,2016.0,10000.0,Petrol,Manual,First,Others,5.0,4.0,4.0,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Bolt
Skoda Superb,Mumbai,2011.0,46000.0,Petrol,Automatic,First,White,5.0,4.0,4.9,13.7,kmpl,1798.0,CC,157.75,bhp,Skoda,Superb
Honda City,Delhi,2014.0,60000.0,Petrol,Manual,First,Others,5.0,4.0,6.25,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
Hyundai Verna,Pune,2012.0,83000.0,Diesel,Automatic,First,White,5.0,4.0,6.0,19.08,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Hyundai Verna,Bangalore,2012.0,73000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.5,17.01,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
Audi A6,Mumbai,2016.0,47000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,24.5,15.26,kmpl,1798.0,CC,187.74,bhp,Audi,A6
Toyota Fortuner,Bangalore,2014.0,171000.0,Diesel,Manual,First,White,7.0,5.0,16.75,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
Nissan Micra,Jaipur,2011.0,80000.0,Diesel,Manual,Second,Others,5.0,4.0,2.1,19.5,kmpl,1461.0,CC,98.59,bhp,Nissan,Micra
Maruti Swift,Chennai,2017.0,28000.0,Petrol,Manual,First,White,5.0,4.0,6.25,20.85,kmpl,1197.0,CC,83.14,bhp,Maruti,Swift
Honda City,Kochi,2017.0,38607.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,7.87,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
Jaguar XJ,Kochi,2016.0,17652.0,Diesel,Automatic,First,Others,5.0,4.0,58.73,12.9,kmpl,2993.0,CC,270.88,bhp,Jaguar,XJ
Toyota Fortuner,Hyderabad,2010.0,193254.0,Diesel,Manual,First,White,7.0,5.0,12.99,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
Honda Accord,Bangalore,2010.0,84000.0,Petrol,Automatic,Second,Black/Silver,5.0,4.0,6.5,11.1,kmpl,2354.0,CC,142.0,bhp,Honda,Accord
Toyota Innova,Chennai,2007.0,145000.0,Diesel,Manual,First,White,8.0,5.0,5.0,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Audi A7,Mumbai,2011.0,42000.0,Diesel,Automatic,First,Others,5.0,4.0,28.75,14.4,kmpl,2967.0,CC,241.4,bhp,Audi,A7
Hyundai Verna,Kolkata,2013.0,35000.0,Petrol,Manual,First,Others,5.0,4.0,4.5,17.1,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
Skoda Superb,Mumbai,2017.0,42000.0,Diesel,Automatic,First,White,5.0,4.0,22.99,18.19,kmpl,1968.0,CC,174.5,bhp,Skoda,Superb
Toyota Innova,Hyderabad,2011.0,136490.0,Diesel,Manual,First,Others,7.0,4.0,9.8,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Hyundai i10,Kochi,2013.0,34697.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.7,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Mercedes-Benz GLE,Mumbai,2017.0,19863.0,Diesel,Automatic,First,Others,5.0,4.0,64.95,11.57,kmpl,2987.0,CC,254.79,bhp,Mercedes-Benz,GLE
Toyota Innova,Hyderabad,2013.0,107000.0,Diesel,Manual,Second,Others,7.0,4.0,13.5,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
Volvo S60,Mumbai,2013.0,31000.0,Diesel,Automatic,First,White,5.0,4.0,17.65,13.2,kmpl,2400.0,CC,215.0,bhp,Volvo,S60
Maruti Swift,Kolkata,2014.0,28000.0,Diesel,Manual,First,White,5.0,4.0,4.65,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Ciaz,Kochi,2017.0,41217.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.4,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
BMW 5,Delhi,2011.0,75000.0,Diesel,Automatic,Second,Others,5.0,4.0,13.9,16.73,kmpl,1995.0,CC,218.0,bhp,BMW,5
Toyota Innova,Chennai,2011.0,200000.0,Diesel,Manual,First,Black/Silver,7.0,4.0,9.0,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Volkswagen Vento,Chennai,2011.0,99807.0,Diesel,Manual,First,Others,5.0,4.0,3.75,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Ford Figo,Hyderabad,2015.0,84000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.8,20.0,kmpl,1399.0,CC,68.05,bhp,Ford,Figo
Maruti Ertiga,Coimbatore,2014.0,53817.0,Diesel,Manual,First,White,7.0,5.0,7.56,25.47,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
Chevrolet Enjoy,Kochi,2015.0,25648.0,Petrol,Manual,First,White,7.0,5.0,4.29,13.7,kmpl,1399.0,CC,98.82,bhp,Chevrolet,Enjoy
Hyundai i20,Bangalore,2015.0,39000.0,Petrol,Manual,Second,White,5.0,4.0,6.3,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Ford Ecosport,Bangalore,2013.0,90000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.25,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Maruti Swift,Coimbatore,2018.0,61386.0,Diesel,Manual,First,White,5.0,4.0,7.05,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Wagon,Mumbai,2014.0,41000.0,CNG,Manual,First,White,5.0,4.0,3.5,26.2,km/kg,998.0,CC,58.2,bhp,Maruti,Wagon
Mahindra XUV500,Mumbai,2012.0,48000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,6.5,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Hyundai Grand,Bangalore,2018.0,3000.0,Petrol,Automatic,First,Others,5.0,4.0,6.2,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Mahindra XUV300,Chennai,2012.0,97000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.25,20.0,kmpl,1497.0,CC,115.0,bhp,Mahindra,XUV300
Land Rover Freelander,Ahmedabad,2012.0,60000.0,Diesel,Automatic,Second,White,5.0,4.0,23.5,12.35,kmpl,2179.0,CC,187.74,bhp,Land rover, Freelander
Hyundai EON,Kolkata,2012.0,60000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.99,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Maruti Swift,Jaipur,2014.0,71000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.8,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Celerio,Hyderabad,2017.0,26400.0,Petrol,Manual,First,White,5.0,4.0,4.99,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
Skoda Superb,Mumbai,2016.0,53000.0,Petrol,Automatic,First,White,5.0,4.0,17.85,14.67,kmpl,1798.0,CC,177.46,bhp,Skoda,Superb
Honda Amaze,Mumbai,2014.0,19000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,4.75,15.5,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Nissan Micra,Hyderabad,2012.0,54000.0,Diesel,Manual,First,Others,5.0,4.0,4.25,23.08,kmpl,1461.0,CC,98.59,bhp,Nissan,Micra
Audi Q7,Pune,2017.0,59500.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,68.0,14.75,kmpl,2967.0,CC,245.0,bhp,Audi,Q7
Hyundai Creta,Coimbatore,2016.0,55687.0,Diesel,Manual,First,Black/Silver,5.0,4.0,12.15,21.38,kmpl,1396.0,CC,88.7,bhp,Hyundai,Creta
Skoda Superb,Pune,2012.0,136997.0,Diesel,Automatic,First,White,5.0,4.0,8.5,17.2,kmpl,1968.0,CC,138.1,bhp,Skoda,Superb
Chevrolet Aveo,Pune,2009.0,75000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.0,14.7,kmpl,1150.0,CC,76.0,bhp,Chevrolet,Aveo
Toyota Innova,Mumbai,2014.0,118000.0,Diesel,Manual,First,Others,7.0,4.0,10.75,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Maruti Alto,Mumbai,2008.0,54000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.1,19.7,kmpl,796.0,CC,46.3,bhp,Maruti,Alto
Mercedes-Benz M-Class,Coimbatore,2016.0,23218.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,45.61,15.26,kmpl,2143.0,CC,203.2,bhp,Mercedes-Benz,M-Class
Maruti Alto,Hyderabad,2013.0,30852.0,Petrol,Manual,First,Others,5.0,4.0,2.49,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Porsche Cayman,Mumbai,2011.0,8000.0,Petrol,Automatic,First,White,2.0,2.0,43.0,9.0,kmpl,3436.0,CC,98.59,bhp,Porsche,Cayman
Maruti Dzire,Pune,2013.0,74000.0,Petrol,Manual,First,White,5.0,4.0,4.5,22.0,kmpl,1197.0,CC,81.8,bhp,Maruti,Dzire
Toyota Innova,Chennai,2016.0,80000.0,Diesel,Automatic,First,Black/Silver,7.0,4.0,19.5,11.36,kmpl,2755.0,CC,171.5,bhp,Toyota,Innova
Maruti Vitara,Mumbai,2018.0,53000.0,Diesel,Manual,First,White,5.0,4.0,8.63,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Toyota Corolla,Mumbai,2010.0,93000.0,Petrol,Manual,First,White,5.0,4.0,4.5,14.28,kmpl,1798.0,CC,138.03,bhp,Toyota,Corolla
Chevrolet Optra,Pune,2005.0,150000.0,Petrol,Manual,First,White,5.0,4.0,1.5,14.7,kmpl,1598.0,CC,98.59,bhp,Chevrolet,Optra
Honda Civic,Mumbai,2007.0,69000.0,Petrol,Automatic,Second,White,5.0,4.0,2.25,12.9,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
Tata Zest,Delhi,2017.0,47000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,4.5,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Zest
Hyundai Grand,Kochi,2017.0,34429.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.5,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
Mahindra Xylo,Hyderabad,2016.0,105545.0,Diesel,Manual,First,Black/Silver,7.0,5.0,5.3,14.0,kmpl,2498.0,CC,112.0,bhp,Mahindra,Xylo
Maruti Wagon,Pune,2011.0,71000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.6,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
BMW 7,Kochi,2015.0,29966.0,Diesel,Automatic,Second,Others,5.0,4.0,43.6,16.77,kmpl,2993.0,CC,261.49,bhp,BMW,7
Hyundai i10,Pune,2009.0,95980.0,Petrol,Manual,First,White,5.0,4.0,2.25,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Maruti Eeco,Coimbatore,2012.0,56661.0,Petrol,Manual,First,Others,7.0,5.0,3.61,15.1,kmpl,1196.0,CC,73.0,bhp,Maruti,Eeco
Mercedes-Benz E-Class,Bangalore,2005.0,54000.0,Diesel,Automatic,First,White,5.0,4.0,10.0,11.0,kmpl,2987.0,CC,198.5,bhp,Mercedes-Benz,E-Class
Nissan Micra,Pune,2010.0,85046.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,2.3,18.06,kmpl,1198.0,CC,75.0,bhp,Nissan,Micra
Chevrolet Beat,Bangalore,2012.0,40700.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.65,25.44,kmpl,936.0,CC,57.6,bhp,Chevrolet,Beat
Maruti Ritz,Kochi,2011.0,33292.0,Petrol,Manual,First,White,5.0,4.0,3.19,18.5,kmpl,1197.0,CC,85.8,bhp,Maruti,Ritz
Hyundai i10,Pune,2009.0,68000.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,1.95,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Maruti Vitara,Pune,2017.0,38000.0,Diesel,Manual,First,Others,5.0,4.0,7.99,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Maruti Ciaz,Delhi,2015.0,46166.0,Diesel,Manual,Second,White,5.0,4.0,5.5,26.21,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Ford Fiesta,Kochi,2015.0,69749.0,Diesel,Manual,First,Others,5.0,4.0,3.82,18.6,kmpl,1388.0,CC,67.0,bhp,Ford,Fiesta
Ford Ecosport,Pune,2014.0,72100.0,Diesel,Manual,First,Others,5.0,4.0,5.45,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Mahindra XUV500,Kochi,2016.0,51884.0,Diesel,Manual,First,White,7.0,5.0,12.46,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Mercedes-Benz GLA,Delhi,2015.0,48000.0,Diesel,Automatic,First,White,5.0,4.0,20.26,17.9,kmpl,2143.0,CC,136.0,bhp,Mercedes-Benz,GLA
Hyundai Grand,Chennai,2016.0,18000.0,Petrol,Automatic,First,Others,5.0,4.0,5.4,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Ford Ikon,Coimbatore,2008.0,59833.0,Petrol,Manual,Fourth & Above,Black/Silver,5.0,4.0,1.97,13.8,kmpl,1299.0,CC,70.0,bhp,Ford,Ikon
Volkswagen Vento,Mumbai,2011.0,66000.0,Petrol,Manual,First,Others,5.0,4.0,2.95,15.04,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Maruti Wagon,Delhi,2013.0,32378.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.8,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
Hyundai Verna,Coimbatore,2012.0,54957.0,Petrol,Automatic,First,White,5.0,4.0,5.37,17.1,kmpl,1591.0,CC,121.4,bhp,Hyundai,Verna
Maruti Ritz,Coimbatore,2013.0,73278.0,Diesel,Manual,First,White,5.0,4.0,5.05,21.1,kmpl,1248.0,CC,73.9,bhp,Maruti,Ritz
Hyundai Accent,Kolkata,2005.0,50000.0,Petrol,Manual,First,White,5.0,4.0,0.7,13.2,kmpl,1495.0,CC,94.0,bhp,Hyundai,Accent
Volkswagen Ameo,Pune,2018.0,20000.0,Petrol,Manual,First,White,5.0,4.0,5.5,17.0,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Ameo
Chevrolet Beat,Coimbatore,2011.0,64831.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.21,18.6,kmpl,1199.0,CC,79.4,bhp,Chevrolet,Beat
Ford Figo,Delhi,2014.0,66000.0,Diesel,Manual,First,Others,5.0,4.0,3.47,20.0,kmpl,1399.0,CC,68.05,bhp,Ford,Figo
Hyundai Elantra,Ahmedabad,2016.0,22000.0,Diesel,Automatic,First,Others,5.0,4.0,16.0,19.5,kmpl,1582.0,CC,126.24,bhp,Hyundai,Elantra
Mitsubishi Pajero,Pune,2015.0,78000.0,Diesel,Automatic,First,Black/Silver,6.0,5.0,15.0,13.5,kmpl,2477.0,CC,175.56,bhp,Mitsubishi,Pajero
Honda Amaze,Coimbatore,2014.0,48997.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,5.21,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Hyundai Elantra,Mumbai,2013.0,40000.0,Diesel,Manual,Second,Others,5.0,4.0,6.95,22.7,kmpl,1582.0,CC,126.24,bhp,Hyundai,Elantra
